5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:00:00Z;60.905;60.7075;61.07;60.7075;3414;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:01:00Z;60.9267;60.875;60.93;60.5458;1798;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:02:00Z;60.525;60.3992;60.5475;60.255;7735;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:03:00Z;60.4425;60.4;60.45;60.2525;3441;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:04:00Z;60.4;60.5225;60.6025;60.2725;1452;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:05:00Z;60.5225;60.49;60.6675;60.3825;1333;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:06:00Z;60.595;60.6375;60.69;60.565;1904;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:07:00Z;60.6875;60.6875;60.6875;60.5675;1696;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:08:00Z;60.6875;60.6875;60.6875;60.5675;1383;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:09:00Z;60.6875;60.5675;60.6875;60.5675;3837;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:10:00Z;60.6825;60.6425;60.6875;60.5675;3146;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:11:00Z;60.685;60.595;60.6875;60.595;1322;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:12:00Z;60.595;60.675;60.6875;60.595;7522;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:13:00Z;60.6233;60.675;60.6825;60.5875;1958;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:14:00Z;60.645;60.645;60.6875;60.645;28545;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:15:00Z;60.65;60.5325;60.65;60.5325;1108;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:16:00Z;60.5325;60.5575;60.6375;60.5325;1647;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:17:00Z;60.5575;60.5958;60.625;60.555;1817;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:18:00Z;60.585;60.57;60.6325;60.5575;459;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:19:00Z;60.6325;60.565;60.6325;60.565;1167;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:20:00Z;60.565;60.5;60.6375;60.5;2963;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:21:00Z;60.6275;60.63;60.63;60.5;3144;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:22:00Z;60.5;60.5;60.5008;60.5;707;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:23:00Z;60.5;60.5;60.6325;60.5;640;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:24:00Z;60.6225;60.5;60.635;60.5;1007;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:25:00Z;60.635;60.635;60.635;60.51;225;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:26:00Z;60.635;60.635;60.635;60.5;1351;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:27:00Z;60.5;60.5;60.635;60.5;971;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:28:00Z;60.6425;60.5;60.6425;60.5;1118;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:29:00Z;60.595;60.5025;60.6;60.5;261;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:30:00Z;60.6;60.51;60.6;60.5025;1882;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:31:00Z;60.51;60.51;60.5175;60.51;5009;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:32:00Z;60.51;60.5175;60.6;60.51;2738;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2022-10-07T04:33:00Z;60.5125;60.6;60.6;60.5125;644;
