	volume	open	close	date	rate	infl	vvp	predict
62	1096098	241.27	241.45	2019-12-16	6.25	3.54	2.2	241.34612365708364
63	426926	241.8	242.3	2019-12-17	6.25	3.54	2.2	241.72340021044212
64	1015992	242.27	242.07	2019-12-17	6.25	3.54	2.2	241.72340021044212
65	1937549	242.07	241.6	2019-12-17	6.25	3.54	2.2	241.72340021044212
66	385891	241.3	240.73	2019-12-18	6.25	3.54	1.6	241.34612365708364
67	1445474	240.75	242.5	2019-12-18	6.25	3.54	1.6	241.34612365708364
68	3745184	242.5	246.2	2019-12-18	6.25	3.54	1.6	242.85911042037102
69	1187822	246.2	247.5	2019-12-19	6.25	3.54	1.6	245.4970088553718
70	2032847	247.48	244.67	2019-12-19	6.25	3.54	1.6	248.44520687953977
71	2774507	244.67	244.0	2019-12-19	6.25	3.54	1.6	244.8177104993605
72	443926	244.6	244.11	2019-12-20	6.25	3.54	1.6	244.79191949319906
73	1015780	244.19	244.25	2019-12-20	6.25	3.54	1.6	244.05659246530098
74	1836069	244.25	244.71	2019-12-20	6.25	3.54	1.6	244.05659246530098
75	284908	244.71	245.37	2019-12-23	6.25	3.54	1.6	244.80875591557268
76	653647	245.32	245.88	2019-12-23	6.25	3.54	1.6	245.33810379279853
77	1461126	245.86	248.8	2019-12-23	6.25	3.54	1.6	245.4970088553718
78	420019	248.8	248.71	2019-12-24	6.25	3.54	1.6	249.53441117042755
79	807227	248.77	249.35	2019-12-24	6.25	3.54	1.6	249.53441117042755
80	878958	249.34	248.67	2019-12-24	6.25	3.54	1.6	249.53441117042755
81	150023	248.99	248.42	2019-12-25	6.25	3.54	1.6	249.55124759280116
82	414029	248.43	248.2	2019-12-25	6.25	3.54	1.6	248.44520687953977
83	228074	248.22	248.04	2019-12-25	6.25	3.54	1.6	248.46204330191338
84	131768	248.2	248.8	2019-12-26	6.25	3.54	1.6	248.46204330191338
85	377137	248.8	248.03	2019-12-26	6.25	3.54	1.6	249.53441117042755
86	790003	248.02	248.24	2019-12-26	6.25	3.54	1.6	248.44520687953977
87	313694	248.55	248.6	2019-12-27	6.25	3.54	1.6	248.44520687953977
88	1236375	248.62	250.53	2019-12-27	6.25	3.54	1.6	248.44520687953977
89	1648207	250.53	252.06	2019-12-27	6.25	3.54	1.6	252.02778895761483
90	401752	252.1	251.27	2019-12-30	6.25	3.54	1.6	252.03834292163955
91	1560261	251.28	255.21	2019-12-30	6.25	3.54	1.6	252.03834292163955
92	2353723	255.2	254.75	2019-12-30	6.25	3.54	1.6	255.82897489131432
93	467900	255.99	255.77	2020-01-03	6.25	3.05	1.6	255.82897489131432
94	1601204	255.78	254.65	2020-01-03	6.25	3.05	1.6	255.82897489131432
95	1516080	254.64	255.0	2020-01-03	6.25	3.05	1.6	252.86146289393162
96	459862	254.75	252.1	2020-01-06	6.25	3.05	1.6	252.86146289393162
97	849377	252.1	252.01	2020-01-06	6.25	3.05	1.6	252.03834292163955
98	925591	252.01	253.9	2020-01-06	6.25	3.05	1.6	252.03834292163955
99	727569	253.57	255.06	2020-01-08	6.25	3.05	1.6	252.86146289393162
100	1788330	255.07	256.87	2020-01-08	6.25	3.05	1.6	255.82897489131432
101	1565825	256.88	259.15	2020-01-08	6.25	3.05	1.6	256.8456444232082
102	865090	259.4	261.1	2020-01-09	6.25	3.05	1.6	259.39177400273746
103	1490362	261.05	259.48	2020-01-09	6.25	3.05	1.6	260.87598738933775
104	1477450	259.48	257.99	2020-01-09	6.25	3.05	1.6	259.39177400273746
105	315359	257.86	257.45	2020-01-10	6.25	3.05	1.6	256.8456444232082
106	866455	257.42	258.14	2020-01-10	6.25	3.05	1.6	256.8456444232082
107	703325	258.13	258.19	2020-01-10	6.25	3.05	1.6	259.39177400273746
108	334195	258.3	258.87	2020-01-13	6.25	3.05	1.6	259.39177400273746
109	801162	258.89	258.98	2020-01-13	6.25	3.05	1.6	259.39177400273746
110	1450144	258.92	262.4	2020-01-13	6.25	3.05	1.6	259.39177400273746
111	527230	262.5	261.92	2020-01-14	6.25	3.05	1.6	262.4916015970293
112	1403349	261.93	259.55	2020-01-14	6.25	3.05	1.6	261.1001794043713
113	1181995	259.55	259.05	2020-01-14	6.25	3.05	1.6	259.39177400273746
114	385206	258.49	257.78	2020-01-15	6.25	3.05	1.6	259.39177400273746
115	1311680	257.8	257.4	2020-01-15	6.25	3.05	1.6	256.8456444232082
116	3239293	257.4	256.31	2020-01-15	6.25	3.05	1.6	256.8163399564628
117	852326	257.11	258.93	2020-01-16	6.25	3.05	1.6	256.8456444232082
118	1907196	258.93	257.02	2020-01-16	6.25	3.05	1.6	259.39177400273746
119	1265155	257.04	257.51	2020-01-16	6.25	3.05	1.6	256.8456444232082
120	727518	258.2	259.9	2020-01-17	6.25	3.05	1.6	259.39177400273746
121	2053685	259.85	262.35	2020-01-17	6.25	3.05	1.6	259.39177400273746
122	1710226	262.35	262.5	2020-01-17	6.25	3.05	1.6	262.07979440599047
123	553747	263.2	262.65	2020-01-20	6.25	3.05	1.6	262.9852407221356
124	1575811	262.7	265.27	2020-01-20	6.25	3.05	1.6	262.9852407221356
125	850213	265.29	266.28	2020-01-20	6.25	3.05	1.6	265.24450592504365
126	837694	265.5	264.03	2020-01-21	6.25	3.05	1.6	265.24450592504365
127	992024	264.06	264.46	2020-01-21	6.25	3.05	1.6	265.24450592504365
128	1978491	264.46	268.06	2020-01-21	6.25	3.05	1.6	265.24450592504365
129	930441	268.72	269.93	2020-01-22	6.25	3.05	1.6	268.77967223612046
130	1956255	269.93	265.51	2020-01-22	6.25	3.05	1.6	269.43558883801205
131	1541553	265.55	266.54	2020-01-22	6.25	3.05	1.6	265.24450592504365
132	703974	264.64	265.3	2020-01-23	6.25	3.05	1.6	265.24450592504365
133	1363287	265.3	266.19	2020-01-23	6.25	3.05	1.6	265.24450592504365
134	1993156	266.19	263.73	2020-01-23	6.25	3.05	1.6	265.77338975238865
135	378263	264.5	265.55	2020-01-24	6.25	3.05	1.6	265.24450592504365
136	1494589	265.55	266.0	2020-01-24	6.25	3.05	1.6	265.24450592504365
137	861158	266.14	265.49	2020-01-24	6.25	3.05	1.6	265.77338975238865
138	1067967	261.0	260.15	2020-01-27	6.25	3.05	1.6	260.87598738933775
139	2773352	260.15	257.28	2020-01-27	6.25	3.05	1.6	259.5646782134941
140	1804018	257.34	255.32	2020-01-27	6.25	3.05	1.6	256.8456444232082
141	797024	257.0	257.14	2020-01-28	6.25	3.05	1.6	256.8456444232082
142	2159616	257.14	257.45	2020-01-28	6.25	3.05	1.6	256.8456444232082
143	1857096	257.45	257.7	2020-01-28	6.25	3.05	1.6	256.8456444232082
144	617688	258.4	258.12	2020-01-29	6.25	3.05	1.6	259.39177400273746
145	1590607	258.12	260.74	2020-01-29	6.25	3.05	1.6	259.39177400273746
146	1296499	260.72	259.94	2020-01-29	6.25	3.05	1.6	260.87598738933775
147	651622	258.0	257.03	2020-01-30	6.25	3.05	2.4	259.39177400273746
148	1098381	257.1	256.46	2020-01-30	6.25	3.05	2.4	256.8456444232082
149	1426931	256.46	257.31	2020-01-30	6.25	3.05	2.4	256.8456444232082
150	481051	258.5	257.8	2020-01-31	6.25	3.05	2.4	259.39177400273746
151	1387518	257.83	255.57	2020-01-31	6.25	3.05	2.4	256.8456444232082
152	2898467	255.62	252.2	2020-01-31	6.25	3.05	2.4	255.85476589747574
153	905552	251.8	252.5	2020-02-03	6.25	3.05	2.4	252.03834292163955
154	1759705	252.5	253.5	2020-02-03	6.25	3.05	2.4	252.58032599997924
155	2607589	253.51	253.99	2020-02-03	6.25	3.05	2.4	252.86146289393162
156	601718	255.3	254.58	2020-02-04	6.25	3.05	2.4	255.82897489131432
157	2123714	254.58	254.88	2020-02-04	6.25	3.05	2.4	252.86146289393162
158	2253204	254.87	255.4	2020-02-04	6.25	3.05	2.4	255.82897489131432
159	492366	255.89	254.42	2020-02-05	6.25	3.05	2.4	255.82897489131432
160	2863208	254.35	256.33	2020-02-05	6.25	3.05	2.4	252.88725390009304
161	1720083	256.3	255.2	2020-02-05	6.25	3.05	2.4	256.53366920167025
162	564789	256.5	256.6	2020-02-06	6.25	3.05	2.4	256.8456444232082
163	1891120	256.59	254.3	2020-02-06	6.25	3.05	2.4	256.8456444232082
164	1905689	254.3	252.11	2020-02-06	6.25	3.05	2.4	252.86146289393162
165	660892	253.1	252.42	2020-02-07	6.25	3.05	2.4	252.86146289393162
166	2009061	252.48	250.69	2020-02-07	6.25	3.05	2.4	252.03834292163955
167	2352710	250.69	254.3	2020-02-07	6.25	3.05	2.4	252.02778895761483
168	607135	254.55	255.26	2020-02-10	6.0	3.05	2.4	252.86146289393162
169	1450068	255.23	253.4	2020-02-10	6.0	3.05	2.4	255.82897489131432
170	1464866	253.46	252.26	2020-02-10	6.0	3.05	2.4	252.86146289393162
171	643971	253.75	254.44	2020-02-11	6.0	3.05	2.4	252.86146289393162
172	1359653	254.44	254.82	2020-02-11	6.0	3.05	2.4	252.86146289393162
173	5941849	254.8	254.5	2020-02-11	6.0	3.05	2.4	255.4284037890333
174	1034539	255.4	254.77	2020-02-12	6.0	3.05	2.4	255.82897489131432
175	1881578	254.78	254.71	2020-02-12	6.0	3.05	2.4	255.82897489131432
176	2336213	254.67	254.5	2020-02-12	6.0	3.05	2.4	252.86146289393162
177	445445	253.62	253.18	2020-02-13	6.0	3.05	2.4	252.86146289393162
178	1688518	253.15	253.38	2020-02-13	6.0	3.05	2.4	252.86146289393162
179	1539121	253.43	253.89	2020-02-13	6.0	3.05	2.4	252.86146289393162
180	247146	254.4	253.23	2020-02-14	6.0	3.05	2.4	252.87829931630523
181	1570707	253.24	253.18	2020-02-14	6.0	3.05	2.4	252.86146289393162
182	1183885	253.18	251.75	2020-02-14	6.0	3.05	2.4	252.86146289393162
183	321528	252.5	252.19	2020-02-17	6.0	3.05	2.4	252.58032599997924
184	1297315	252.19	250.63	2020-02-17	6.0	3.05	2.4	252.03834292163955
185	1024095	250.62	251.36	2020-02-17	6.0	3.05	2.4	252.02778895761483
186	623766	250.07	248.83	2020-02-18	6.0	3.05	2.4	249.53441117042755
187	1197815	248.8	249.51	2020-02-18	6.0	3.05	2.4	249.53441117042755
188	1815014	249.46	249.2	2020-02-18	6.0	3.05	2.4	249.53441117042755
189	390600	250.37	249.5	2020-02-19	6.0	3.05	2.4	252.02778895761483
190	1115688	249.5	249.14	2020-02-19	6.0	3.05	2.4	249.53441117042755
191	1073601	249.18	249.7	2020-02-19	6.0	3.05	2.4	249.53441117042755
192	423810	250.03	251.65	2020-02-20	6.0	3.05	1.6	249.53441117042755
193	1109611	251.65	251.21	2020-02-20	6.0	3.05	1.6	252.03834292163955
194	1538315	251.17	250.15	2020-02-20	6.0	3.05	1.6	252.02778895761483
195	616936	248.35	248.11	2020-02-21	6.0	3.05	1.6	248.44520687953977
196	855481	248.13	249.89	2020-02-21	6.0	3.05	1.6	248.44520687953977
197	1303876	249.89	250.8	2020-02-21	6.0	3.05	1.6	249.53441117042755
198	844341	247.98	247.49	2020-02-25	6.0	3.05	1.6	248.44520687953977
199	1892303	247.5	246.32	2020-02-25	6.0	3.05	1.6	248.44520687953977
200	1368934	246.32	245.19	2020-02-25	6.0	3.05	1.6	245.4970088553718
201	1129167	244.75	245.31	2020-02-26	6.0	3.05	1.6	244.79191949319906
202	2924468	245.31	246.59	2020-02-26	6.0	3.05	1.6	245.36389479895996
203	2722150	246.59	250.8	2020-02-26	6.0	3.05	1.6	247.16007600980325
204	880379	247.5	247.79	2020-02-27	6.0	3.05	1.6	248.44520687953977
205	1432671	247.74	245.85	2020-02-27	6.0	3.05	1.6	248.44520687953977
206	3510990	245.8	242.88	2020-02-27	6.0	3.05	1.6	245.30879932605313
207	3117890	235.0	235.0	2020-02-28	6.0	3.05	1.6	234.8770278854555
208	5286666	234.88	235.42	2020-02-28	6.0	3.05	1.6	234.93575995197074
209	4058905	235.43	233.36	2020-02-28	6.0	3.05	1.6	234.8770278854555
210	1110928	238.93	238.4	2020-03-02	6.0	2.42	1.6	238.91033962365546
211	3146789	238.25	231.47	2020-03-02	6.0	2.42	1.6	237.4678742787369
212	5940887	231.4	228.17	2020-03-02	6.0	2.42	1.6	231.34136940372
213	1212729	233.0	233.65	2020-03-03	6.0	2.42	1.6	234.1015410994013
214	2338180	233.65	234.62	2020-03-03	6.0	2.42	1.6	234.69277916202816
215	4802281	234.7	236.63	2020-03-03	6.0	2.42	1.6	234.7185701681896
216	943235	234.13	234.0	2020-03-04	6.0	2.42	1.6	234.69277916202816
217	2310325	234.0	234.9	2020-03-04	6.0	2.42	1.6	234.69277916202816
218	2173907	234.89	235.27	2020-03-04	6.0	2.42	1.6	234.69277916202816
219	773860	237.0	237.17	2020-03-05	6.0	2.42	1.6	237.44208327257547
220	2635491	237.3	233.54	2020-03-05	6.0	2.42	1.6	237.44208327257547
221	2299025	233.49	232.33	2020-03-05	6.0	2.42	1.6	234.1015410994013
222	1120235	228.0	226.6	2020-03-06	6.0	2.42	1.6	227.74630479468442
223	5383832	226.56	218.13	2020-03-06	6.0	2.42	1.6	224.8557762139696
224	3940525	218.07	219.99	2020-03-06	6.0	2.42	1.6	218.71444794061688
225	3904606	197.99	194.74	2020-03-10	6.0	2.42	1.6	197.95165923456466
226	10390431	194.71	209.91	2020-03-10	6.0	2.42	1.6	201.17382196926954
227	10159143	209.91	201.2	2020-03-10	6.0	2.42	1.6	213.49715525690155
228	1958169	202.0	202.7	2020-03-11	6.0	2.42	1.6	202.75301338932726
229	5247758	202.59	199.09	2020-03-11	6.0	2.42	1.6	202.81889361063884
230	6624476	199.09	194.53	2020-03-11	6.0	2.42	1.6	196.9314499030125
231	3805630	185.15	181.86	2020-03-12	6.0	2.42	1.6	184.1225299042816
232	7605387	181.76	180.96	2020-03-12	6.0	2.42	1.6	183.91111676608452
233	8386271	180.87	175.91	2020-03-12	6.0	2.42	1.6	183.91111676608452
234	4336367	175.0	188.23	2020-03-13	6.0	2.42	1.6	181.15720105630572
235	9851983	188.29	197.77	2020-03-13	6.0	2.42	1.6	193.2348202244228
236	12114922	197.9	198.6	2020-03-13	6.0	2.42	1.6	200.18891213267736
237	3833707	194.0	194.9	2020-03-16	6.0	2.42	1.6	194.03387903819078
238	6761911	194.86	187.13	2020-03-16	6.0	2.42	1.6	193.27421949215557
239	6831692	187.13	195.85	2020-03-16	6.0	2.42	1.6	184.88238466895274
240	2850007	195.0	200.94	2020-03-17	6.0	2.42	1.6	195.31116594644084
241	8983186	200.93	188.63	2020-03-17	6.0	2.42	1.6	197.7270820992649
242	6581646	188.63	184.01	2020-03-17	6.0	2.42	1.6	187.17188658423945
243	2212638	179.0	178.69	2020-03-18	6.0	2.42	1.6	180.03062528077982
244	5171727	178.7	177.28	2020-03-18	6.0	2.42	1.6	180.0965055020914
245	8116453	177.36	174.27	2020-03-18	6.0	2.42	1.6	179.8850923638943
246	2313828	178.5	178.25	2020-03-19	6.0	2.42	1.6	180.03062528077982
247	10322717	178.19	182.77	2020-03-19	6.0	2.42	1.6	184.48166981403384
248	6106225	182.68	189.51	2020-03-19	6.0	2.42	1.6	183.31145913075144
249	3067080	198.62	197.56	2020-03-20	6.0	2.42	1.6	197.95165923456466
250	5963685	197.5	198.65	2020-03-20	6.0	2.42	1.6	197.1405884610345
251	8027532	198.65	195.69	2020-03-20	6.0	2.42	1.6	197.74024609636757
252	2763724	188.0	186.1	2020-03-23	6.0	2.42	2.9	189.21216755204966
253	5168483	186.08	185.92	2020-03-23	6.0	2.42	2.9	184.28302218186036
254	7856938	185.96	183.37	2020-03-23	6.0	2.42	2.9	184.07160904366327
255	2572290	193.3	189.93	2020-03-24	6.0	2.42	2.9	194.1685803096081
256	3642187	189.89	191.53	2020-03-24	6.0	2.42	2.9	189.801748306786
257	4273722	191.63	192.64	2020-03-24	6.0	2.42	2.9	192.2224899587647
258	2414991	196.38	200.85	2020-03-25	6.0	2.42	2.9	198.086360505982
259	7669013	200.9	191.11	2020-03-25	6.0	2.42	2.9	198.91747549667943
260	8713831	191.12	188.08	2020-03-25	6.0	2.42	2.9	189.59033516858892
261	2074882	187.69	184.2	2020-03-26	6.0	2.42	2.9	187.0139431795052
262	4174477	184.2	186.43	2020-03-26	6.0	2.42	2.9	184.28302218186036
263	4910878	186.43	188.07	2020-03-26	6.0	2.42	2.9	184.28302218186036
264	1443883	188.05	186.07	2020-03-27	6.0	2.42	2.9	189.1462873307381
265	3947015	186.02	184.24	2020-03-27	6.0	2.42	2.9	184.28302218186036
266	6036877	184.21	180.38	2020-03-27	6.0	2.42	2.9	183.4719514083302
267	2926937	177.0	178.08	2020-03-30	6.0	2.42	2.9	180.25699777967014
268	3341753	178.08	179.79	2020-03-30	6.0	2.42	2.9	180.25699777967014
269	3164778	179.77	183.0	2020-03-30	6.0	2.42	2.9	182.7301747950486
270	2354928	186.0	187.3	2020-03-31	6.0	2.31	2.9	184.2171419605488
271	4707409	187.3	185.54	2020-03-31	6.0	2.31	2.9	187.07982340081676
272	4340355	185.54	187.21	2020-03-31	6.0	2.31	2.9	184.28302218186036
273	1926326	183.2	184.65	2020-04-01	6.0	2.31	2.9	184.2171419605488
274	2678784	184.68	184.55	2020-04-01	6.0	2.31	2.9	184.28302218186036
275	3077572	184.55	184.78	2020-04-01	6.0	2.31	2.9	184.28302218186036
276	2105353	188.3	186.7	2020-04-02	6.0	2.31	2.9	189.3034450947919
277	2550946	186.69	186.4	2020-04-02	6.0	2.31	2.9	186.379163121272
278	7906733	186.39	186.95	2020-04-02	6.0	2.31	2.9	184.07160904366327
279	2306180	186.6	185.77	2020-04-03	6.0	2.31	2.9	184.22585282579757
280	3428420	185.72	185.5	2020-04-03	6.0	2.31	2.9	184.28302218186036
281	3551429	185.46	185.64	2020-04-03	6.0	2.31	2.9	184.28302218186036
282	1451396	187.52	187.18	2020-04-06	6.0	2.31	2.9	187.0139431795052
283	2315592	187.14	187.84	2020-04-06	6.0	2.31	2.9	187.0139431795052
284	4019504	187.88	190.7	2020-04-06	6.0	2.31	2.9	189.21216755204966
285	3419961	193.02	197.91	2020-04-07	6.0	2.31	2.9	194.19437131576953
286	5938641	197.82	196.68	2020-04-07	6.0	2.31	2.9	197.30108073861325
287	4283565	196.68	197.63	2020-04-07	6.0	2.31	2.9	198.1121515121434
288	1921976	196.02	198.69	2020-04-08	6.0	2.31	2.9	198.04627129083184
289	2948810	198.72	196.64	2020-04-08	6.0	2.31	2.9	198.1121515121434
290	4127312	196.64	200.29	2020-04-08	6.0	2.31	2.9	198.1121515121434
291	2119954	202.4	203.47	2020-04-09	6.0	2.31	2.9	202.91350566690602
292	3475856	203.43	201.32	2020-04-09	6.0	2.31	2.9	204.05019071183804
293	5402353	201.3	203.61	2020-04-09	6.0	2.31	2.9	200.64788776974854
294	873500	201.85	201.87	2020-04-10	6.0	2.31	2.9	201.23396396386107
295	854893	201.86	201.94	2020-04-10	6.0	2.31	2.9	201.23396396386107
296	1147432	201.95	201.99	2020-04-10	6.0	2.31	2.9	201.23396396386107
297	1110692	202.0	198.68	2020-04-13	6.0	2.31	2.9	202.91350566690602
298	1700903	198.62	198.84	2020-04-13	6.0	2.31	2.9	198.04627129083184
299	1316844	198.8	198.26	2020-04-13	6.0	2.31	2.9	198.86363667376068
300	1355061	199.99	201.55	2020-04-14	6.0	2.31	2.9	199.06300841356494
301	2543278	201.55	199.55	2020-04-14	6.0	2.31	2.9	201.27405317901122
302	4123668	199.5	197.37	2020-04-14	6.0	2.31	2.9	199.12888863487652
303	1838285	196.0	193.07	2020-04-15	6.0	2.31	2.9	195.40577800270802
304	3082459	193.0	190.56	2020-04-15	6.0	2.31	2.9	192.72778521550268
305	4895702	190.56	186.07	2020-04-15	6.0	2.31	2.9	189.801748306786
306	2680060	187.22	187.96	2020-04-16	6.0	2.31	2.9	187.07982340081676
307	4233844	187.91	189.94	2020-04-16	6.0	2.31	2.9	189.21216755204966
308	4003583	189.98	188.5	2020-04-16	6.0	2.31	2.9	189.801748306786
309	1800919	192.5	190.35	2020-04-17	6.0	2.31	2.9	192.15660973745312
310	2653851	190.34	190.8	2020-04-17	6.0	2.31	2.9	189.801748306786
311	2718024	190.8	191.8	2020-04-17	6.0	2.31	2.9	189.801748306786
312	1231063	190.6	191.35	2020-04-20	6.0	2.31	2.9	189.73586808547444
313	2627169	191.36	187.86	2020-04-20	6.0	2.31	2.9	189.77595730062458
314	2365776	187.89	189.32	2020-04-20	6.0	2.31	2.9	189.1462873307381
315	1682342	185.54	185.57	2020-04-21	6.0	2.31	2.9	184.2171419605488
316	4246085	185.55	185.8	2020-04-21	6.0	2.31	2.9	184.28302218186036
317	3502302	185.8	186.05	2020-04-21	6.0	2.31	2.9	184.28302218186036
318	1661780	185.01	187.3	2020-04-22	6.0	2.31	2.9	184.2171419605488
319	2457941	187.29	189.41	2020-04-22	6.0	2.31	2.9	187.05403239465534
320	3416468	189.41	190.2	2020-04-22	6.0	2.31	2.9	189.801748306786
321	1441596	191.99	189.48	2020-04-23	6.0	2.31	2.9	192.15660973745312
322	2313446	189.52	190.14	2020-04-23	6.0	2.31	2.9	189.73586808547444
323	2520923	190.11	190.94	2020-04-23	6.0	2.31	2.9	189.77595730062458
324	1163173	189.73	188.89	2020-04-24	6.0	2.31	2.9	189.73586808547444
325	1883755	188.9	190.8	2020-04-24	6.0	2.31	2.9	189.3034450947919
326	2484457	190.81	188.91	2020-04-24	6.0	2.31	2.9	189.77595730062458
327	811857	189.98	189.55	2020-04-27	5.5	2.31	2.9	189.73586808547444
328	1930861	189.56	189.16	2020-04-27	5.5	2.31	2.9	189.73586808547444
329	1628454	189.16	188.9	2020-04-27	5.5	2.31	2.9	189.3034450947919
330	814538	188.5	189.41	2020-04-28	5.5	2.31	2.9	189.3034450947919
331	3023354	189.42	191.32	2020-04-28	5.5	2.31	2.9	189.801748306786
332	4020586	191.32	192.8	2020-04-28	5.5	2.31	2.9	189.801748306786
333	1480919	194.46	194.71	2020-04-29	5.5	2.31	2.9	194.12849109445796
334	2178118	194.71	193.47	2020-04-29	5.5	2.31	2.9	196.01740365847397
335	3325177	193.47	195.8	2020-04-29	5.5	2.31	2.9	194.19437131576953
336	2482993	196.51	198.14	2020-04-30	5.5	2.55	0.9	198.08432594566915
337	3353084	198.09	196.67	2020-04-30	5.5	2.55	0.9	198.11011695183058
338	2883788	196.7	197.25	2020-04-30	5.5	2.55	0.9	198.11011695183058
339	1403065	195.68	195.32	2020-05-04	5.5	2.55	0.9	195.40374344239518
340	2039171	195.29	193.66	2020-05-04	5.5	2.55	0.9	195.40374344239518
341	2197584	193.65	193.69	2020-05-04	5.5	2.55	0.9	194.12645653414512
342	924990	195.51	195.29	2020-05-05	5.5	2.55	0.9	195.40374344239518
