time,volume,open,close,date,rate,infl,vvp
12:00:00,33314,1155.0,1167.8,2019-12-05,6.5,3.54,2.2
04:00:00,15160,1169.8,1171.6,2019-12-06,6.5,3.54,2.2
08:00:00,56839,1171.6,1186.8,2019-12-06,6.5,3.54,2.2
12:00:00,53108,1187.0,1186.2,2019-12-06,6.5,3.54,2.2
04:00:00,4050,1207.8,1190.8,2019-12-09,6.5,3.54,2.2
08:00:00,38012,1190.6,1211.6,2019-12-09,6.5,3.54,2.2
12:00:00,47650,1211.6,1228.4,2019-12-09,6.5,3.54,2.2
04:00:00,43916,1230.0,1236.4,2019-12-10,6.5,3.54,2.2
08:00:00,46499,1236.4,1237.0,2019-12-10,6.5,3.54,2.2
12:00:00,67824,1236.8,1238.8,2019-12-10,6.5,3.54,2.2
04:00:00,8433,1243.0,1248.2,2019-12-11,6.5,3.54,2.2
08:00:00,17634,1246.8,1249.0,2019-12-11,6.5,3.54,2.2
12:00:00,76740,1249.0,1234.8,2019-12-11,6.5,3.54,2.2
04:00:00,26037,1244.0,1227.8,2019-12-12,6.5,3.54,2.2
08:00:00,95238,1227.2,1237.8,2019-12-12,6.5,3.54,2.2
12:00:00,54762,1237.0,1235.0,2019-12-12,6.5,3.54,2.2
04:00:00,5016,1249.0,1239.0,2019-12-13,6.5,3.54,2.2
08:00:00,49086,1238.2,1247.6,2019-12-13,6.5,3.54,2.2
12:00:00,38456,1247.2,1257.2,2019-12-13,6.5,3.54,2.2
04:00:00,23389,1266.0,1265.0,2019-12-16,6.25,3.54,2.2
08:00:00,82111,1264.8,1279.8,2019-12-16,6.25,3.54,2.2
12:00:00,138973,1279.8,1300.0,2019-12-16,6.25,3.54,2.2
04:00:00,29209,1304.8,1305.2,2019-12-17,6.25,3.54,2.2
08:00:00,39771,1305.2,1301.2,2019-12-17,6.25,3.54,2.2
12:00:00,21453,1300.4,1299.6,2019-12-17,6.25,3.54,2.2
04:00:00,9305,1308.8,1305.0,2019-12-18,6.25,3.54,1.6
08:00:00,69509,1305.0,1323.0,2019-12-18,6.25,3.54,1.6
12:00:00,38493,1323.0,1322.4,2019-12-18,6.25,3.54,1.6
04:00:00,23780,1325.8,1327.0,2019-12-19,6.25,3.54,1.6
08:00:00,36437,1327.2,1324.6,2019-12-19,6.25,3.54,1.6
12:00:00,139935,1324.4,1340.0,2019-12-19,6.25,3.54,1.6
04:00:00,68034,1333.8,1320.0,2019-12-20,6.25,3.54,1.6
08:00:00,71175,1319.6,1296.6,2019-12-20,6.25,3.54,1.6
12:00:00,44299,1297.0,1285.6,2019-12-20,6.25,3.54,1.6
04:00:00,13795,1285.6,1297.8,2019-12-23,6.25,3.54,1.6
08:00:00,27366,1297.8,1308.0,2019-12-23,6.25,3.54,1.6
12:00:00,15692,1308.0,1304.6,2019-12-23,6.25,3.54,1.6
04:00:00,4942,1302.0,1305.0,2019-12-24,6.25,3.54,1.6
08:00:00,18230,1304.2,1305.0,2019-12-24,6.25,3.54,1.6
12:00:00,19510,1304.6,1310.0,2019-12-24,6.25,3.54,1.6
04:00:00,2930,1313.0,1305.6,2019-12-25,6.25,3.54,1.6
08:00:00,24578,1306.6,1302.0,2019-12-25,6.25,3.54,1.6
12:00:00,8669,1302.4,1313.8,2019-12-25,6.25,3.54,1.6
04:00:00,5084,1301.0,1301.4,2019-12-26,6.25,3.54,1.6
08:00:00,5926,1301.6,1302.8,2019-12-26,6.25,3.54,1.6
12:00:00,14825,1303.2,1305.0,2019-12-26,6.25,3.54,1.6
04:00:00,7189,1319.8,1307.0,2019-12-27,6.25,3.54,1.6
08:00:00,16741,1306.8,1305.2,2019-12-27,6.25,3.54,1.6
12:00:00,41934,1304.4,1308.6,2019-12-27,6.25,3.54,1.6
04:00:00,5882,1317.0,1302.4,2019-12-30,6.25,3.54,1.6
08:00:00,12596,1302.4,1307.0,2019-12-30,6.25,3.54,1.6
12:00:00,19643,1307.0,1311.2,2019-12-30,6.25,3.54,1.6
04:00:00,14852,1317.2,1341.2,2020-01-03,6.25,3.05,1.6
08:00:00,49104,1340.0,1347.8,2020-01-03,6.25,3.05,1.6
12:00:00,22081,1347.4,1332.4,2020-01-03,6.25,3.05,1.6
04:00:00,10938,1340.0,1329.2,2020-01-06,6.25,3.05,1.6
08:00:00,28009,1328.2,1315.2,2020-01-06,6.25,3.05,1.6
12:00:00,15447,1315.4,1322.8,2020-01-06,6.25,3.05,1.6
04:00:00,5407,1315.2,1321.0,2020-01-08,6.25,3.05,1.6
08:00:00,43192,1321.0,1338.8,2020-01-08,6.25,3.05,1.6
12:00:00,20512,1338.4,1350.2,2020-01-08,6.25,3.05,1.6
04:00:00,15363,1350.2,1349.8,2020-01-09,6.25,3.05,1.6
08:00:00,24998,1347.6,1358.4,2020-01-09,6.25,3.05,1.6
12:00:00,24666,1358.2,1366.8,2020-01-09,6.25,3.05,1.6
04:00:00,8689,1355.2,1367.6,2020-01-10,6.25,3.05,1.6
08:00:00,22836,1367.6,1379.0,2020-01-10,6.25,3.05,1.6
12:00:00,41820,1378.0,1398.4,2020-01-10,6.25,3.05,1.6
04:00:00,12040,1384.6,1403.6,2020-01-13,6.25,3.05,1.6
08:00:00,84726,1403.0,1415.2,2020-01-13,6.25,3.05,1.6
12:00:00,212683,1415.2,1426.4,2020-01-13,6.25,3.05,1.6
04:00:00,101798,1440.8,1434.0,2020-01-14,6.25,3.05,1.6
08:00:00,168627,1434.0,1432.8,2020-01-14,6.25,3.05,1.6
12:00:00,134655,1433.0,1426.4,2020-01-14,6.25,3.05,1.6
04:00:00,121050,1437.4,1428.2,2020-01-15,6.25,3.05,1.6
08:00:00,68841,1428.6,1454.6,2020-01-15,6.25,3.05,1.6
12:00:00,249259,1453.6,1453.8,2020-01-15,6.25,3.05,1.6
04:00:00,19129,1470.0,1452.4,2020-01-16,6.25,3.05,1.6
08:00:00,404895,1452.4,1472.8,2020-01-16,6.25,3.05,1.6
12:00:00,272368,1472.8,1452.0,2020-01-16,6.25,3.05,1.6
04:00:00,13701,1451.0,1450.0,2020-01-17,6.25,3.05,1.6
08:00:00,120619,1449.0,1463.0,2020-01-17,6.25,3.05,1.6
12:00:00,39112,1463.0,1465.2,2020-01-17,6.25,3.05,1.6
04:00:00,86644,1490.0,1471.4,2020-01-20,6.25,3.05,1.6
08:00:00,59326,1472.8,1474.8,2020-01-20,6.25,3.05,1.6
12:00:00,25586,1474.8,1473.2,2020-01-20,6.25,3.05,1.6
04:00:00,117213,1472.0,1463.8,2020-01-21,6.25,3.05,1.6
08:00:00,113946,1464.8,1449.0,2020-01-21,6.25,3.05,1.6
12:00:00,59539,1449.2,1448.0,2020-01-21,6.25,3.05,1.6
04:00:00,42860,1460.6,1451.4,2020-01-22,6.25,3.05,1.6
08:00:00,117540,1451.6,1446.2,2020-01-22,6.25,3.05,1.6
12:00:00,186007,1446.0,1444.8,2020-01-22,6.25,3.05,1.6
04:00:00,169440,1440.0,1446.8,2020-01-23,6.25,3.05,1.6
08:00:00,114063,1445.6,1442.0,2020-01-23,6.25,3.05,1.6
12:00:00,51583,1443.4,1436.4,2020-01-23,6.25,3.05,1.6
04:00:00,101626,1438.4,1450.6,2020-01-24,6.25,3.05,1.6
08:00:00,116388,1451.0,1441.6,2020-01-24,6.25,3.05,1.6
12:00:00,29002,1441.4,1437.4,2020-01-24,6.25,3.05,1.6
04:00:00,63344,1427.6,1425.8,2020-01-27,6.25,3.05,1.6
08:00:00,100648,1427.4,1423.2,2020-01-27,6.25,3.05,1.6
12:00:00,85100,1423.0,1399.2,2020-01-27,6.25,3.05,1.6
04:00:00,41716,1391.2,1420.6,2020-01-28,6.25,3.05,1.6
08:00:00,89170,1420.8,1442.0,2020-01-28,6.25,3.05,1.6
12:00:00,54759,1442.0,1450.0,2020-01-28,6.25,3.05,1.6
04:00:00,41898,1473.2,1449.8,2020-01-29,6.25,3.05,1.6
08:00:00,134777,1449.4,1442.4,2020-01-29,6.25,3.05,1.6
12:00:00,53359,1442.4,1468.0,2020-01-29,6.25,3.05,1.6
04:00:00,6589,1477.6,1460.0,2020-01-30,6.25,3.05,2.4
08:00:00,15669,1459.8,1469.0,2020-01-30,6.25,3.05,2.4
12:00:00,28654,1468.0,1486.2,2020-01-30,6.25,3.05,2.4
04:00:00,32006,1490.0,1502.4,2020-01-31,6.25,3.05,2.4
08:00:00,26112,1501.0,1511.0,2020-01-31,6.25,3.05,2.4
12:00:00,32961,1511.0,1515.0,2020-01-31,6.25,3.05,2.4
04:00:00,32787,1520.4,1544.8,2020-02-03,6.25,3.05,2.4
08:00:00,121386,1544.6,1560.8,2020-02-03,6.25,3.05,2.4
12:00:00,44714,1561.6,1545.0,2020-02-03,6.25,3.05,2.4
04:00:00,8953,1567.0,1569.6,2020-02-04,6.25,3.05,2.4
08:00:00,88805,1567.0,1600.0,2020-02-04,6.25,3.05,2.4
12:00:00,117846,1600.0,1590.4,2020-02-04,6.25,3.05,2.4
04:00:00,78577,1609.6,1626.4,2020-02-05,6.25,3.05,2.4
08:00:00,155220,1626.4,1627.8,2020-02-05,6.25,3.05,2.4
12:00:00,122384,1627.8,1635.2,2020-02-05,6.25,3.05,2.4
04:00:00,48589,1660.0,1655.4,2020-02-06,6.25,3.05,2.4
08:00:00,126291,1656.8,1639.6,2020-02-06,6.25,3.05,2.4
12:00:00,43865,1639.2,1645.2,2020-02-06,6.25,3.05,2.4
04:00:00,15136,1650.0,1660.8,2020-02-07,6.25,3.05,2.4
08:00:00,45422,1660.8,1650.0,2020-02-07,6.25,3.05,2.4
12:00:00,79246,1650.0,1662.0,2020-02-07,6.25,3.05,2.4
04:00:00,31181,1673.6,1680.0,2020-02-10,6.0,3.05,2.4
08:00:00,87851,1679.6,1668.2,2020-02-10,6.0,3.05,2.4
12:00:00,57451,1669.8,1670.6,2020-02-10,6.0,3.05,2.4
04:00:00,24082,1690.0,1680.4,2020-02-11,6.0,3.05,2.4
08:00:00,94264,1680.2,1659.8,2020-02-11,6.0,3.05,2.4
12:00:00,64457,1659.6,1684.8,2020-02-11,6.0,3.05,2.4
04:00:00,13104,1699.6,1671.0,2020-02-12,6.0,3.05,2.4
08:00:00,50341,1671.0,1651.0,2020-02-12,6.0,3.05,2.4
12:00:00,32518,1651.6,1671.6,2020-02-12,6.0,3.05,2.4
04:00:00,13475,1671.0,1665.0,2020-02-13,6.0,3.05,2.4
08:00:00,28620,1666.4,1658.6,2020-02-13,6.0,3.05,2.4
12:00:00,30745,1659.6,1657.8,2020-02-13,6.0,3.05,2.4
04:00:00,11126,1665.8,1654.0,2020-02-14,6.0,3.05,2.4
08:00:00,43720,1654.0,1635.0,2020-02-14,6.0,3.05,2.4
12:00:00,34824,1635.0,1650.0,2020-02-14,6.0,3.05,2.4
04:00:00,13478,1638.8,1612.8,2020-02-17,6.0,3.05,2.4
08:00:00,76232,1616.0,1604.4,2020-02-17,6.0,3.05,2.4
12:00:00,39149,1604.2,1610.2,2020-02-17,6.0,3.05,2.4
04:00:00,14513,1601.0,1614.0,2020-02-18,6.0,3.05,2.4
08:00:00,26028,1611.0,1610.6,2020-02-18,6.0,3.05,2.4
12:00:00,49411,1610.4,1604.0,2020-02-18,6.0,3.05,2.4
04:00:00,6684,1615.8,1612.2,2020-02-19,6.0,3.05,2.4
08:00:00,22980,1608.2,1610.2,2020-02-19,6.0,3.05,2.4
12:00:00,25219,1610.4,1624.8,2020-02-19,6.0,3.05,2.4
04:00:00,15011,1628.0,1640.0,2020-02-20,6.0,3.05,1.6
08:00:00,54264,1643.8,1655.8,2020-02-20,6.0,3.05,1.6
12:00:00,19914,1656.2,1644.4,2020-02-20,6.0,3.05,1.6
04:00:00,12126,1641.8,1626.8,2020-02-21,6.0,3.05,1.6
08:00:00,29094,1635.0,1635.6,2020-02-21,6.0,3.05,1.6
12:00:00,30983,1635.8,1631.6,2020-02-21,6.0,3.05,1.6
04:00:00,60868,1580.0,1607.0,2020-02-25,6.0,3.05,1.6
08:00:00,59544,1606.8,1596.4,2020-02-25,6.0,3.05,1.6
12:00:00,31504,1596.6,1590.6,2020-02-25,6.0,3.05,1.6
04:00:00,64019,1567.0,1549.8,2020-02-26,6.0,3.05,1.6
08:00:00,101258,1548.2,1549.2,2020-02-26,6.0,3.05,1.6
12:00:00,177783,1549.8,1595.2,2020-02-26,6.0,3.05,1.6
04:00:00,21137,1573.0,1583.6,2020-02-27,6.0,3.05,1.6
08:00:00,39061,1583.6,1578.2,2020-02-27,6.0,3.05,1.6
12:00:00,130581,1578.2,1551.0,2020-02-27,6.0,3.05,1.6
04:00:00,44825,1500.0,1475.2,2020-02-28,6.0,3.05,1.6
08:00:00,268554,1476.6,1463.8,2020-02-28,6.0,3.05,1.6
12:00:00,102872,1464.0,1474.2,2020-02-28,6.0,3.05,1.6
04:00:00,131572,1448.6,1455.0,2020-03-02,6.0,2.42,1.6
08:00:00,201789,1455.0,1383.8,2020-03-02,6.0,2.42,1.6
12:00:00,126280,1383.8,1437.4,2020-03-02,6.0,2.42,1.6
04:00:00,36672,1420.0,1408.2,2020-03-03,6.0,2.42,1.6
08:00:00,118367,1409.8,1385.0,2020-03-03,6.0,2.42,1.6
12:00:00,85389,1386.8,1419.6,2020-03-03,6.0,2.42,1.6
04:00:00,47727,1401.4,1381.4,2020-03-04,6.0,2.42,1.6
08:00:00,65199,1381.4,1449.4,2020-03-04,6.0,2.42,1.6
12:00:00,90144,1449.4,1454.4,2020-03-04,6.0,2.42,1.6
04:00:00,32174,1524.0,1448.4,2020-03-05,6.0,2.42,1.6
08:00:00,88116,1445.0,1462.4,2020-03-05,6.0,2.42,1.6
12:00:00,76728,1462.6,1482.0,2020-03-05,6.0,2.42,1.6
04:00:00,51027,1400.4,1405.4,2020-03-06,6.0,2.42,1.6
08:00:00,226169,1405.4,1282.4,2020-03-06,6.0,2.42,1.6
12:00:00,622575,1282.4,1116.6,2020-03-06,6.0,2.42,1.6
04:00:00,95173,1005.0,1150.6,2020-03-10,6.0,2.42,1.6
08:00:00,293604,1150.6,1162.6,2020-03-10,6.0,2.42,1.6
12:00:00,237570,1162.4,1131.0,2020-03-10,6.0,2.42,1.6
04:00:00,194214,1157.8,1190.0,2020-03-11,6.0,2.42,1.6
08:00:00,296019,1190.0,1216.8,2020-03-11,6.0,2.42,1.6
12:00:00,355788,1216.6,1167.2,2020-03-11,6.0,2.42,1.6
04:00:00,86039,1083.0,1100.4,2020-03-12,6.0,2.42,1.6
08:00:00,203229,1104.4,1071.4,2020-03-12,6.0,2.42,1.6
12:00:00,304074,1071.4,960.6,2020-03-12,6.0,2.42,1.6
04:00:00,131207,989.0,1026.2,2020-03-13,6.0,2.42,1.6
08:00:00,186083,1026.0,1044.8,2020-03-13,6.0,2.42,1.6
12:00:00,140744,1045.0,1045.0,2020-03-13,6.0,2.42,1.6
04:00:00,64803,1017.2,1043.8,2020-03-16,6.0,2.42,1.6
08:00:00,165609,1043.8,997.2,2020-03-16,6.0,2.42,1.6
12:00:00,198026,997.0,1010.8,2020-03-16,6.0,2.42,1.6
04:00:00,41443,1000.2,1010.0,2020-03-17,6.0,2.42,1.6
08:00:00,119944,1008.6,964.0,2020-03-17,6.0,2.42,1.6
12:00:00,146587,964.0,934.6,2020-03-17,6.0,2.42,1.6
04:00:00,66985,939.8,896.8,2020-03-18,6.0,2.42,1.6
08:00:00,174212,896.2,895.8,2020-03-18,6.0,2.42,1.6
12:00:00,228630,895.8,873.8,2020-03-18,6.0,2.42,1.6
04:00:00,46936,894.0,840.0,2020-03-19,6.0,2.42,1.6
08:00:00,175116,839.0,885.0,2020-03-19,6.0,2.42,1.6
12:00:00,204581,885.8,934.0,2020-03-19,6.0,2.42,1.6
04:00:00,85174,980.4,1001.8,2020-03-20,6.0,2.42,1.6
08:00:00,166534,1001.8,979.6,2020-03-20,6.0,2.42,1.6
12:00:00,81302,979.6,987.0,2020-03-20,6.0,2.42,1.6
04:00:00,43848,945.0,922.6,2020-03-23,6.0,2.42,2.9
08:00:00,116736,925.6,908.2,2020-03-23,6.0,2.42,2.9
12:00:00,271769,908.2,924.2,2020-03-23,6.0,2.42,2.9
04:00:00,54629,972.0,956.8,2020-03-24,6.0,2.42,2.9
08:00:00,169826,956.6,955.2,2020-03-24,6.0,2.42,2.9
12:00:00,78467,955.2,951.6,2020-03-24,6.0,2.42,2.9
04:00:00,68185,996.0,1006.6,2020-03-25,6.0,2.42,2.9
08:00:00,169381,1005.4,982.0,2020-03-25,6.0,2.42,2.9
12:00:00,168573,983.8,960.4,2020-03-25,6.0,2.42,2.9
04:00:00,50822,955.0,945.0,2020-03-26,6.0,2.42,2.9
08:00:00,190790,945.4,930.2,2020-03-26,6.0,2.42,2.9
12:00:00,101692,930.0,940.0,2020-03-26,6.0,2.42,2.9
04:00:00,28491,939.0,930.4,2020-03-27,6.0,2.42,2.9
08:00:00,69225,930.4,913.6,2020-03-27,6.0,2.42,2.9
12:00:00,104702,913.6,882.0,2020-03-27,6.0,2.42,2.9
04:00:00,99804,882.0,837.6,2020-03-30,6.0,2.42,2.9
08:00:00,254690,837.6,838.6,2020-03-30,6.0,2.42,2.9
12:00:00,243454,838.6,831.8,2020-03-30,6.0,2.42,2.9
04:00:00,124246,855.0,856.0,2020-03-31,6.0,2.31,2.9
08:00:00,444144,855.2,879.8,2020-03-31,6.0,2.31,2.9
12:00:00,198835,878.4,900.0,2020-03-31,6.0,2.31,2.9
04:00:00,76167,878.0,885.4,2020-04-01,6.0,2.31,2.9
08:00:00,151385,885.4,881.4,2020-04-01,6.0,2.31,2.9
12:00:00,136540,881.4,860.8,2020-04-01,6.0,2.31,2.9
04:00:00,118654,879.0,864.8,2020-04-02,6.0,2.31,2.9
08:00:00,191170,864.0,863.2,2020-04-02,6.0,2.31,2.9
12:00:00,602782,863.2,835.0,2020-04-02,6.0,2.31,2.9
04:00:00,158323,840.0,848.8,2020-04-03,6.0,2.31,2.9
08:00:00,219287,848.4,853.2,2020-04-03,6.0,2.31,2.9
12:00:00,215410,853.2,862.0,2020-04-03,6.0,2.31,2.9
04:00:00,144133,870.2,887.2,2020-04-06,6.0,2.31,2.9
08:00:00,201132,886.6,911.0,2020-04-06,6.0,2.31,2.9
12:00:00,500197,911.0,950.0,2020-04-06,6.0,2.31,2.9
04:00:00,422999,969.0,1025.6,2020-04-07,6.0,2.31,2.9
08:00:00,570407,1026.8,977.6,2020-04-07,6.0,2.31,2.9
12:00:00,522737,976.8,956.2,2020-04-07,6.0,2.31,2.9
04:00:00,171653,940.4,963.0,2020-04-08,6.0,2.31,2.9
08:00:00,230507,963.2,941.4,2020-04-08,6.0,2.31,2.9
12:00:00,460035,941.4,959.0,2020-04-08,6.0,2.31,2.9
04:00:00,221214,980.0,984.8,2020-04-09,6.0,2.31,2.9
08:00:00,397680,985.0,947.2,2020-04-09,6.0,2.31,2.9
12:00:00,407136,947.6,931.0,2020-04-09,6.0,2.31,2.9
04:00:00,86594,939.0,935.8,2020-04-10,6.0,2.31,2.9
08:00:00,80596,935.8,933.0,2020-04-10,6.0,2.31,2.9
12:00:00,63514,933.0,940.6,2020-04-10,6.0,2.31,2.9
04:00:00,72668,936.0,921.6,2020-04-13,6.0,2.31,2.9
08:00:00,191054,920.2,916.6,2020-04-13,6.0,2.31,2.9
12:00:00,90573,916.0,912.4,2020-04-13,6.0,2.31,2.9
04:00:00,125982,925.0,931.8,2020-04-14,6.0,2.31,2.9
08:00:00,284230,932.4,943.4,2020-04-14,6.0,2.31,2.9
12:00:00,196581,943.4,940.0,2020-04-14,6.0,2.31,2.9
04:00:00,104597,941.4,931.0,2020-04-15,6.0,2.31,2.9
08:00:00,211504,931.6,942.2,2020-04-15,6.0,2.31,2.9
12:00:00,167365,941.0,913.2,2020-04-15,6.0,2.31,2.9
04:00:00,57474,930.0,923.4,2020-04-16,6.0,2.31,2.9
08:00:00,255114,923.4,917.6,2020-04-16,6.0,2.31,2.9
12:00:00,263791,916.8,891.0,2020-04-16,6.0,2.31,2.9
04:00:00,99935,915.0,907.2,2020-04-17,6.0,2.31,2.9
08:00:00,130564,907.2,894.4,2020-04-17,6.0,2.31,2.9
12:00:00,273848,894.4,895.0,2020-04-17,6.0,2.31,2.9
04:00:00,88715,904.0,893.0,2020-04-20,6.0,2.31,2.9
08:00:00,109696,894.2,872.4,2020-04-20,6.0,2.31,2.9
12:00:00,174727,872.4,875.0,2020-04-20,6.0,2.31,2.9
04:00:00,93946,861.0,852.8,2020-04-21,6.0,2.31,2.9
08:00:00,284850,852.8,841.4,2020-04-21,6.0,2.31,2.9
12:00:00,449733,841.4,843.0,2020-04-21,6.0,2.31,2.9
04:00:00,136960,836.2,845.2,2020-04-22,6.0,2.31,2.9
08:00:00,208748,845.2,851.8,2020-04-22,6.0,2.31,2.9
12:00:00,146275,851.8,858.0,2020-04-22,6.0,2.31,2.9
04:00:00,75458,869.0,857.2,2020-04-23,6.0,2.31,2.9
08:00:00,382682,857.0,862.6,2020-04-23,6.0,2.31,2.9
12:00:00,320143,862.2,875.0,2020-04-23,6.0,2.31,2.9
04:00:00,184360,856.2,889.2,2020-04-24,6.0,2.31,2.9
08:00:00,310869,889.2,913.6,2020-04-24,6.0,2.31,2.9
12:00:00,217129,913.0,904.0,2020-04-24,6.0,2.31,2.9
04:00:00,118596,930.8,919.2,2020-04-27,5.5,2.31,2.9
08:00:00,283693,920.0,915.0,2020-04-27,5.5,2.31,2.9
12:00:00,286902,914.6,940.0,2020-04-27,5.5,2.31,2.9
04:00:00,139193,940.0,960.6,2020-04-28,5.5,2.31,2.9
08:00:00,355719,960.6,977.4,2020-04-28,5.5,2.31,2.9
12:00:00,538986,977.4,999.0,2020-04-28,5.5,2.31,2.9
04:00:00,206739,1000.2,1029.6,2020-04-29,5.5,2.31,2.9
08:00:00,308338,1029.4,1018.0,2020-04-29,5.5,2.31,2.9
12:00:00,157236,1018.8,1025.0,2020-04-29,5.5,2.31,2.9
04:00:00,101846,1034.8,1018.0,2020-04-30,5.5,2.55,0.9
08:00:00,369912,1018.6,1005.0,2020-04-30,5.5,2.55,0.9
12:00:00,188222,1004.0,1025.0,2020-04-30,5.5,2.55,0.9
04:00:00,83968,1006.0,1006.0,2020-05-04,5.5,2.55,0.9
08:00:00,106277,1007.0,1007.0,2020-05-04,5.5,2.55,0.9
12:00:00,97036,1007.0,1020.0,2020-05-04,5.5,2.55,0.9
04:00:00,51295,1030.0,1027.8,2020-05-05,5.5,2.55,0.9
08:00:00,65949,1027.0,1024.8,2020-05-05,5.5,2.55,0.9
12:00:00,43427,1025.8,1024.0,2020-05-05,5.5,2.55,0.9
04:00:00,44752,1029.6,1024.0,2020-05-06,5.5,2.55,0.9
08:00:00,92100,1025.0,1028.8,2020-05-06,5.5,2.55,0.9
12:00:00,67317,1028.0,1014.8,2020-05-06,5.5,2.55,0.9
04:00:00,32296,1017.6,1024.0,2020-05-07,5.5,2.55,0.9
08:00:00,218729,1023.4,1045.8,2020-05-07,5.5,2.55,0.9
12:00:00,82685,1046.0,1036.6,2020-05-07,5.5,2.55,0.9
04:00:00,32686,1049.6,1029.6,2020-05-08,5.5,2.55,0.9
08:00:00,39482,1029.6,1032.2,2020-05-08,5.5,2.55,0.9
12:00:00,74805,1032.2,1038.4,2020-05-08,5.5,2.55,0.9
04:00:00,51033,1044.6,1040.2,2020-05-12,5.5,2.55,0.9
08:00:00,85173,1040.2,1028.0,2020-05-12,5.5,2.55,0.9
12:00:00,98261,1027.0,1043.0,2020-05-12,5.5,2.55,0.9
