time,volume,open,close
2024-03-25 12:00:00+00:00,39645,"Quotation(units=118, nano=200000000)","Quotation(units=118, nano=400000000)"
2024-03-26 04:00:00+00:00,36076,"Quotation(units=119, nano=400000000)","Quotation(units=120, nano=800000000)"
2024-03-26 08:00:00+00:00,29074,"Quotation(units=120, nano=800000000)","Quotation(units=119, nano=800000000)"
2024-03-26 12:00:00+00:00,7175,"Quotation(units=119, nano=400000000)","Quotation(units=120, nano=400000000)"
2024-03-27 04:00:00+00:00,8777,"Quotation(units=121, nano=0)","Quotation(units=119, nano=800000000)"
2024-03-27 08:00:00+00:00,33267,"Quotation(units=119, nano=800000000)","Quotation(units=117, nano=400000000)"
2024-03-27 12:00:00+00:00,18446,"Quotation(units=117, nano=400000000)","Quotation(units=117, nano=200000000)"
2024-03-28 04:00:00+00:00,14871,"Quotation(units=118, nano=0)","Quotation(units=118, nano=600000000)"
2024-03-28 08:00:00+00:00,12886,"Quotation(units=118, nano=600000000)","Quotation(units=118, nano=200000000)"
2024-03-28 12:00:00+00:00,22082,"Quotation(units=118, nano=200000000)","Quotation(units=116, nano=200000000)"
2024-03-29 04:00:00+00:00,11271,"Quotation(units=116, nano=600000000)","Quotation(units=116, nano=400000000)"
2024-03-29 08:00:00+00:00,30391,"Quotation(units=116, nano=400000000)","Quotation(units=116, nano=600000000)"
2024-03-29 12:00:00+00:00,25463,"Quotation(units=116, nano=400000000)","Quotation(units=118, nano=800000000)"
2024-04-01 04:00:00+00:00,23542,"Quotation(units=118, nano=800000000)","Quotation(units=121, nano=400000000)"
2024-04-01 08:00:00+00:00,42883,"Quotation(units=121, nano=600000000)","Quotation(units=124, nano=0)"
2024-04-01 12:00:00+00:00,32818,"Quotation(units=124, nano=0)","Quotation(units=124, nano=600000000)"
2024-04-02 04:00:00+00:00,9897,"Quotation(units=124, nano=600000000)","Quotation(units=124, nano=0)"
2024-04-02 08:00:00+00:00,20044,"Quotation(units=124, nano=0)","Quotation(units=122, nano=0)"
2024-04-02 12:00:00+00:00,10562,"Quotation(units=122, nano=0)","Quotation(units=123, nano=0)"
2024-04-03 04:00:00+00:00,5568,"Quotation(units=123, nano=400000000)","Quotation(units=122, nano=400000000)"
2024-04-03 08:00:00+00:00,6052,"Quotation(units=122, nano=600000000)","Quotation(units=122, nano=400000000)"
2024-04-03 12:00:00+00:00,13887,"Quotation(units=122, nano=0)","Quotation(units=121, nano=0)"
2024-04-04 04:00:00+00:00,6300,"Quotation(units=121, nano=0)","Quotation(units=121, nano=600000000)"
2024-04-04 08:00:00+00:00,9776,"Quotation(units=122, nano=0)","Quotation(units=121, nano=800000000)"
2024-04-04 12:00:00+00:00,5591,"Quotation(units=121, nano=800000000)","Quotation(units=122, nano=800000000)"
2024-04-05 04:00:00+00:00,3831,"Quotation(units=123, nano=400000000)","Quotation(units=122, nano=600000000)"
2024-04-05 08:00:00+00:00,3032,"Quotation(units=122, nano=200000000)","Quotation(units=122, nano=0)"
2024-04-05 12:00:00+00:00,8034,"Quotation(units=121, nano=800000000)","Quotation(units=122, nano=800000000)"
2024-04-08 04:00:00+00:00,1766,"Quotation(units=122, nano=800000000)","Quotation(units=122, nano=600000000)"
2024-04-08 08:00:00+00:00,14007,"Quotation(units=122, nano=600000000)","Quotation(units=123, nano=400000000)"
2024-04-08 12:00:00+00:00,7281,"Quotation(units=123, nano=800000000)","Quotation(units=122, nano=600000000)"
2024-04-09 04:00:00+00:00,74593,"Quotation(units=124, nano=600000000)","Quotation(units=129, nano=200000000)"
2024-04-09 08:00:00+00:00,171918,"Quotation(units=129, nano=200000000)","Quotation(units=130, nano=0)"
2024-04-09 12:00:00+00:00,60542,"Quotation(units=129, nano=800000000)","Quotation(units=126, nano=0)"
2024-04-10 04:00:00+00:00,16525,"Quotation(units=127, nano=0)","Quotation(units=124, nano=600000000)"
2024-04-10 08:00:00+00:00,13664,"Quotation(units=124, nano=600000000)","Quotation(units=125, nano=200000000)"
2024-04-10 12:00:00+00:00,37607,"Quotation(units=125, nano=200000000)","Quotation(units=121, nano=800000000)"
2024-04-11 04:00:00+00:00,12153,"Quotation(units=121, nano=400000000)","Quotation(units=122, nano=0)"
2024-04-11 08:00:00+00:00,18139,"Quotation(units=122, nano=0)","Quotation(units=120, nano=800000000)"
2024-04-11 12:00:00+00:00,16713,"Quotation(units=120, nano=800000000)","Quotation(units=121, nano=200000000)"
2024-04-12 04:00:00+00:00,5095,"Quotation(units=122, nano=0)","Quotation(units=120, nano=600000000)"
2024-04-12 08:00:00+00:00,9071,"Quotation(units=120, nano=200000000)","Quotation(units=121, nano=400000000)"
2024-04-12 12:00:00+00:00,11339,"Quotation(units=121, nano=400000000)","Quotation(units=120, nano=200000000)"
2024-04-15 04:00:00+00:00,3799,"Quotation(units=121, nano=0)","Quotation(units=120, nano=400000000)"
