time,volume,open,close,date
00:00:00,10712590,374.05,376.2,2020-05-29
00:00:00,8342370,380,378.7,2020-06-01
00:00:00,13076410,380.55,387,2020-06-02
00:00:00,13929180,390.2,396.95,2020-06-03
00:00:00,8822490,397,390.05,2020-06-04
00:00:00,11598780,394.5,401.95,2020-06-05
00:00:00,12647060,407,400.15,2020-06-08
00:00:00,10121950,403,402,2020-06-09
00:00:00,8811590,401.6,400.3,2020-06-10
00:00:00,15665520,382.9,376.1,2020-06-11
00:00:00,12122290,368.7,366.15,2020-06-15
00:00:00,9207160,372.15,371.4,2020-06-16
00:00:00,6434810,372.55,371.75,2020-06-17
00:00:00,5309220,371.7,373.65,2020-06-18
00:00:00,7039450,376.15,376.15,2020-06-19
00:00:00,5860910,374.55,374.25,2020-06-22
00:00:00,4257880,376.9,375.95,2020-06-23
00:00:00,9320050,366.95,369.8,2020-06-25
00:00:00,3593650,373.05,368.8,2020-06-26
00:00:00,4326180,365.5,364.05,2020-06-29
00:00:00,4138970,365.6,360.8,2020-06-30
00:00:00,3698320,364.05,367.05,2020-07-02
00:00:00,3345410,367.5,364.95,2020-07-03
00:00:00,5171010,367.6,370.1,2020-07-06
00:00:00,3427320,366,366.9,2020-07-07
00:00:00,2852700,366,365.7,2020-07-08
00:00:00,3948680,366.85,363.85,2020-07-09
00:00:00,4244590,361.05,364.5,2020-07-10
00:00:00,5009880,366,356.3,2020-07-13
00:00:00,7437920,355.95,354.4,2020-07-14
00:00:00,8347910,355.1,356,2020-07-15
00:00:00,2854850,357,360.7,2020-07-16
00:00:00,2152460,361,360.5,2020-07-17
00:00:00,3791780,359.35,361,2020-07-20
00:00:00,5282220,362.5,365.6,2020-07-21
00:00:00,3386370,364,362.85,2020-07-22
00:00:00,3228630,366,362.9,2020-07-23
00:00:00,4487370,358.2,359.25,2020-07-24
00:00:00,4490460,361,356.9,2020-07-27
00:00:00,4091640,358.95,356.75,2020-07-28
00:00:00,5483830,356,360,2020-07-29
00:00:00,5663350,359.05,354.25,2020-07-30
00:00:00,4021490,356,356.5,2020-07-31
00:00:00,3730310,356,356.2,2020-08-03
00:00:00,4723740,356.5,360,2020-08-04
00:00:00,7946580,361,364.55,2020-08-05
00:00:00,6136500,365.05,367.7,2020-08-06
00:00:00,4826180,367.8,366.1,2020-08-07
00:00:00,3341230,367.95,366.85,2020-08-10
00:00:00,6201990,369,371.15,2020-08-11
00:00:00,7432810,369,377.7,2020-08-12
00:00:00,10592250,379,389.35,2020-08-13
00:00:00,6088640,387.5,388,2020-08-14
00:00:00,6546720,389.5,387.25,2020-08-17
00:00:00,5600460,388,391.8,2020-08-18
00:00:00,3868960,392.4,387.3,2020-08-19
00:00:00,5242640,385.1,379.95,2020-08-20
00:00:00,4100350,382.05,382.15,2020-08-21
00:00:00,3243240,384.55,388.5,2020-08-24
00:00:00,5975530,389.5,393.45,2020-08-25
00:00:00,5660100,393.05,397.25,2020-08-26
00:00:00,3889140,397.95,390.65,2020-08-27
00:00:00,3497930,389.9,379.45,2020-08-28
00:00:00,7521510,382,371.85,2020-08-31
00:00:00,3558470,375.3,372.3,2020-09-01
00:00:00,4525330,374.15,373.1,2020-09-02
00:00:00,4804100,371,366.95,2020-09-03
00:00:00,5655120,365.75,370.9,2020-09-04
00:00:00,3419960,370,371,2020-09-07
00:00:00,5021740,370.15,367.8,2020-09-08
00:00:00,4596650,367.7,371.05,2020-09-09
00:00:00,4262650,372.05,368.9,2020-09-10
00:00:00,3236060,367,371.45,2020-09-11
00:00:00,3276980,372,372.6,2020-09-14
00:00:00,4047720,374,384.6,2020-09-15
00:00:00,4944730,386.05,384.3,2020-09-16
00:00:00,5337090,383,379.1,2020-09-17
00:00:00,4167400,382.9,378.75,2020-09-18
00:00:00,6772510,376,365.75,2020-09-21
00:00:00,4164420,367.7,372.55,2020-09-22
00:00:00,3812730,375.8,373.2,2020-09-23
00:00:00,3899530,373.2,377.3,2020-09-24
00:00:00,4445740,379,380.45,2020-09-25
00:00:00,3439130,382.35,384.6,2020-09-28
00:00:00,4544310,386,384.2,2020-09-29
00:00:00,3705240,382.95,383.4,2020-09-30
00:00:00,5605640,386.85,385,2020-10-01
00:00:00,5010190,383.5,380.5,2020-10-02
00:00:00,5735200,382.95,390.7,2020-10-05
00:00:00,4592340,392,393.7,2020-10-06
00:00:00,4112860,390,388.35,2020-10-07
00:00:00,4043080,390,391.75,2020-10-08
00:00:00,3073540,393,386.2,2020-10-09
00:00:00,4427040,386.1,384.3,2020-10-12
00:00:00,2537000,384.3,379.5,2020-10-13
00:00:00,3024710,379,385.9,2020-10-14
00:00:00,3617750,384.2,381.1,2020-10-15
00:00:00,3356910,378.75,384,2020-10-16
00:00:00,3105900,385.25,382.45,2020-10-19
00:00:00,2249100,380.1,382.95,2020-10-20
00:00:00,2373960,384.6,384.95,2020-10-21
00:00:00,2908960,382.9,382.1,2020-10-22
00:00:00,2407290,381.8,380.4,2020-10-23
00:00:00,2834990,376.8,375.6,2020-10-26
00:00:00,3056710,375,373.55,2020-10-27
00:00:00,9829480,371.85,351.75,2020-10-28
00:00:00,8015380,353.1,351.8,2020-10-29
00:00:00,5727820,349,351.1,2020-10-30
00:00:00,8455340,346.05,357.2,2020-11-02
00:00:00,8068840,360,375.4,2020-11-03
00:00:00,9371750,378.3,384.35,2020-11-05
00:00:00,6424710,380.25,382.8,2020-11-06
00:00:00,15986400,385.65,403.55,2020-11-09
00:00:00,11053520,395.4,413.45,2020-11-10
00:00:00,16144380,416.4,425.1,2020-11-11
00:00:00,7715290,418,417.1,2020-11-12
00:00:00,6389440,412.3,415.5,2020-11-13
00:00:00,12999200,425,429.55,2020-11-16
00:00:00,15122320,430.9,439.65,2020-11-17
00:00:00,19290660,438,455.5,2020-11-18
00:00:00,9551230,452.15,447.8,2020-11-19
00:00:00,13303290,450.5,462.15,2020-11-20
00:00:00,11212830,467.3,469.5,2020-11-23
00:00:00,8983210,472.5,471.15,2020-11-24
00:00:00,6846430,473.1,473.6,2020-11-25
00:00:00,5962140,473.3,466.55,2020-11-26
00:00:00,6126900,465,459.65,2020-11-27
00:00:00,9270330,457,447.55,2020-11-30
00:00:00,7844700,448.75,444.15,2020-12-01
00:00:00,6806570,445.55,447,2020-12-02
00:00:00,10753510,448.5,436.55,2020-12-03
00:00:00,8596220,439.8,444.85,2020-12-04
00:00:00,5019210,444.6,440.4,2020-12-07
00:00:00,7171410,437.7,430,2020-12-08
00:00:00,7638160,432.55,437,2020-12-09
00:00:00,8115030,434.9,452.15,2020-12-10
00:00:00,6779290,452,447.9,2020-12-11
00:00:00,12588970,449.95,442.45,2020-12-14
00:00:00,8233220,439,449.9,2020-12-15
00:00:00,9849100,452,442.9,2020-12-16
00:00:00,9232940,445.5,442.8,2020-12-17
00:00:00,8758690,441,440.25,2020-12-18
00:00:00,13037520,435.1,419.75,2020-12-21
00:00:00,7584660,419,434.45,2020-12-22
00:00:00,5243500,430,431.2,2020-12-23
00:00:00,3405250,431.2,436.5,2020-12-24
00:00:00,1041010,438,436.5,2020-12-25
00:00:00,2020880,436.25,437,2020-12-28
00:00:00,3303520,438.3,435.15,2020-12-29
00:00:00,5079580,436.45,435.2,2020-12-30
00:00:00,6405540,435.85,442.05,2021-01-04
00:00:00,6728320,436,445.6,2021-01-05
00:00:00,8230020,449.35,454.15,2021-01-06
00:00:00,12774800,465.1,474.55,2021-01-08
00:00:00,8794770,474.55,473,2021-01-11
00:00:00,7084430,475,475,2021-01-12
00:00:00,15295510,477,488.05,2021-01-13
00:00:00,15398010,485,504,2021-01-14
00:00:00,17894440,503,514.3,2021-01-15
00:00:00,10725300,509.95,518.8,2021-01-18
00:00:00,12521140,518.9,510.65,2021-01-19
00:00:00,4876400,510.7,508.9,2021-01-20
00:00:00,9254750,509.3,499.3,2021-01-21
00:00:00,8716870,495,491.15,2021-01-22
00:00:00,7535710,494.2,495.8,2021-01-25
00:00:00,4500790,492.15,493.95,2021-01-26
00:00:00,9582470,495.9,482.2,2021-01-27
00:00:00,6061480,479.85,481.85,2021-01-28
00:00:00,5555870,480.45,475.2,2021-01-29
00:00:00,6890680,475.1,473.6,2021-02-01
00:00:00,10412280,481.15,485.9,2021-02-02
00:00:00,7562080,487.75,488.15,2021-02-03
00:00:00,7944910,490.35,485.75,2021-02-04
00:00:00,7638670,492.45,492.85,2021-02-05
00:00:00,7754570,496,497.7,2021-02-08
00:00:00,6760660,503.8,494.85,2021-02-09
00:00:00,5609350,497.45,490.85,2021-02-10
00:00:00,6678120,490.25,501,2021-02-11
00:00:00,11948910,496.95,504.15,2021-02-12
00:00:00,8829940,513,518.15,2021-02-15
00:00:00,8710180,522.45,528.1,2021-02-16
00:00:00,11449940,525,507.2,2021-02-17
00:00:00,9701350,515,508,2021-02-18
00:00:00,7460830,506,514.1,2021-02-19
00:00:00,909650,512.55,513.25,2021-02-20
00:00:00,4533130,514,511.35,2021-02-22
00:00:00,6758820,511.7,516.8,2021-02-24
00:00:00,13384710,519.45,534.8,2021-02-25
00:00:00,10091350,525.65,525.9,2021-02-26
00:00:00,4875450,527.55,524.05,2021-03-01
00:00:00,4806100,519.5,528.85,2021-03-02
00:00:00,5961110,528.85,535.15,2021-03-03
00:00:00,12458160,535.1,539.7,2021-03-04
00:00:00,13678500,543,556.5,2021-03-05
00:00:00,14355410,559,572,2021-03-09
00:00:00,9582210,568.75,560.5,2021-03-10
00:00:00,9572920,563.05,568,2021-03-11
00:00:00,5964020,572.75,568.6,2021-03-12
00:00:00,9937050,573.15,577.25,2021-03-15
00:00:00,17701530,574.65,572,2021-03-16
00:00:00,15266980,570,554,2021-03-17
00:00:00,12381500,556,559.45,2021-03-18
00:00:00,9333040,543,556.35,2021-03-19
00:00:00,7504320,558.4,562.95,2021-03-22
00:00:00,8310320,560.2,572,2021-03-23
00:00:00,7812840,566.6,570.55,2021-03-24
00:00:00,6836330,568.65,570.2,2021-03-25
00:00:00,10241580,576,579.35,2021-03-26
00:00:00,8312720,579.95,576.2,2021-03-29
00:00:00,6153150,576.5,570.95,2021-03-30
00:00:00,9090060,571.15,570.9,2021-03-31
00:00:00,11609510,574.1,565.05,2021-04-01
00:00:00,1030470,568.9,567,2021-04-02
00:00:00,3143400,567.5,560,2021-04-05
00:00:00,5962740,562.25,547.5,2021-04-06
00:00:00,6156820,547.5,550,2021-04-07
00:00:00,4641120,549.9,547,2021-04-08
00:00:00,6280370,547.55,536.05,2021-04-09
00:00:00,6148360,535,539.35,2021-04-12
00:00:00,4894320,541.25,545.4,2021-04-13
00:00:00,5673330,556,554.4,2021-04-14
00:00:00,6292400,548.7,558.2,2021-04-15
00:00:00,4004590,560.1,553.35,2021-04-16
00:00:00,3372020,552.05,549.05,2021-04-19
00:00:00,5473430,549.9,543.2,2021-04-20
00:00:00,2816320,540.65,544.15,2021-04-21
00:00:00,5874370,547,543.3,2021-04-22
00:00:00,5103090,543,538,2021-04-23
00:00:00,5749850,537.1,530.1,2021-04-26
00:00:00,4251420,531,526.35,2021-04-27
00:00:00,4581390,529,526.8,2021-04-28
00:00:00,6335350,530,527,2021-04-29
00:00:00,5134830,528,525.55,2021-04-30
00:00:00,5110110,526.9,535,2021-05-04
00:00:00,6088920,540,542.25,2021-05-05
00:00:00,4536300,540.5,535.55,2021-05-06
00:00:00,3172170,540,535.55,2021-05-07
00:00:00,5096980,537.45,542.95,2021-05-10
00:00:00,5234470,540,532,2021-05-11
00:00:00,8518710,532.9,548.6,2021-05-12
00:00:00,6448240,540.5,548.35,2021-05-13
00:00:00,4101350,552,545,2021-05-14
00:00:00,3855920,546.95,542,2021-05-17
00:00:00,5984510,546.25,541.05,2021-05-18
00:00:00,4946560,539.7,528.6,2021-05-19
00:00:00,6586410,529.5,517.75,2021-05-20
00:00:00,5374100,516.8,526.85,2021-05-21
00:00:00,3164330,526.8,523.35,2021-05-24
00:00:00,3537160,525.5,524.75,2021-05-25
00:00:00,3751250,526.3,525.35,2021-05-26
00:00:00,4332820,523,522.95,2021-05-27
00:00:00,2880860,523.15,522.9,2021-05-28
00:00:00,2578580,525.9,530.05,2021-05-31
00:00:00,9957480,535.2,542.55,2021-06-01
00:00:00,8904690,545.95,551.5,2021-06-02
00:00:00,15173770,555.45,560.35,2021-06-03
00:00:00,8568190,560.5,557.55,2021-06-04
00:00:00,7112240,554.2,551,2021-06-07
00:00:00,8276890,551,547.2,2021-06-08
00:00:00,7307290,552.65,549.5,2021-06-09
00:00:00,13982910,548.25,538.5,2021-06-10
00:00:00,8149510,539.65,536.2,2021-06-11
00:00:00,4303320,531.6,539.9,2021-06-14
00:00:00,5533760,538.85,536.4,2021-06-15
00:00:00,6749920,537.65,544.65,2021-06-16
00:00:00,15043640,540,538.95,2021-06-17
00:00:00,11472730,537.5,540.85,2021-06-18
00:00:00,5190610,541.95,539.3,2021-06-21
00:00:00,7533880,543,551.05,2021-06-22
00:00:00,19205290,553.3,570,2021-06-23
00:00:00,15285040,570.4,566,2021-06-24
00:00:00,3783440,566,564.7,2021-06-25
00:00:00,7223850,564.7,555,2021-06-28
00:00:00,5994570,554.7,553.05,2021-06-29
00:00:00,14690150,554.9,571.2,2021-06-30
00:00:00,34228650,568.85,581.45,2021-07-01
00:00:00,13340670,580.1,567,2021-07-02
00:00:00,3914980,567.9,567.5,2021-07-05
00:00:00,20639390,570,571,2021-07-06
00:00:00,14465650,571.05,580.25,2021-07-07
00:00:00,13955260,579,581.1,2021-07-08
00:00:00,16854600,581.1,577.85,2021-07-09
00:00:00,4525370,577,579,2021-07-12
00:00:00,7725040,578.6,576,2021-07-13
00:00:00,15586600,576,569,2021-07-14
00:00:00,6020690,567,562.5,2021-07-15
00:00:00,4383120,560.6,563.45,2021-07-16
00:00:00,8438510,558,543.9,2021-07-19
00:00:00,5160450,547.5,547.5,2021-07-20
00:00:00,3754710,546.5,551.9,2021-07-21
00:00:00,3434370,553,553.65,2021-07-22
00:00:00,2498900,554.9,548.85,2021-07-23
00:00:00,3112580,546,552.7,2021-07-26
00:00:00,1969460,551.5,551.2,2021-07-27
00:00:00,2444720,551,554.25,2021-07-28
00:00:00,3636280,555.7,554,2021-07-29
00:00:00,5239520,552.4,544.5,2021-07-30
00:00:00,5239940,545,548.85,2021-08-02
00:00:00,3433460,547.7,551,2021-08-03
00:00:00,4382550,551.5,543.5,2021-08-04
00:00:00,5508910,542.5,548,2021-08-05
00:00:00,4443500,548.95,544.9,2021-08-06
00:00:00,7325400,539.6,545,2021-08-09
00:00:00,7900370,547.5,562.55,2021-08-10
00:00:00,4535030,564,561.8,2021-08-11
00:00:00,5489640,561.45,565.9,2021-08-12
00:00:00,4783860,565.4,558.55,2021-08-13
00:00:00,15427850,556.75,564.4,2021-08-16
00:00:00,9550930,562.95,555,2021-08-17
00:00:00,8539700,557.8,546.95,2021-08-18
00:00:00,11547530,544,537.8,2021-08-19
00:00:00,3354650,537.5,534,2021-08-20
00:00:00,3433260,538,544.85,2021-08-23
00:00:00,5427630,545.9,545,2021-08-24
00:00:00,4318590,544.5,538.5,2021-08-25
00:00:00,3984460,538,531.7,2021-08-26
00:00:00,3078520,533.5,537.8,2021-08-27
00:00:00,2557590,539.5,539.3,2021-08-30
00:00:00,5189530,540,533.6,2021-08-31
00:00:00,4956702,537.1,541.55,2021-09-01
00:00:00,10445139,542.05,550.7,2021-09-02
00:00:00,5483964,551.6,555.4,2021-09-03
00:00:00,3363696,554.95,550.7,2021-09-06
00:00:00,3483193,552,547.3,2021-09-07
00:00:00,7045304,547.5,555.9,2021-09-08
00:00:00,4385872,554.15,541.9,2021-09-09
00:00:00,2329724,545,543.3,2021-09-10
00:00:00,4596073,544.95,559.4,2021-09-13
00:00:00,7742227,560,557.25,2021-09-14
00:00:00,26552756,557,568.1,2021-09-15
00:00:00,17645321,562,576.45,2021-09-16
00:00:00,9406425,579,567.1,2021-09-17
00:00:00,8390029,560,552.5,2021-09-20
00:00:00,9046384,562.3,564.5,2021-09-21
00:00:00,13356331,568.3,586,2021-09-22
00:00:00,12921389,590,598.25,2021-09-23
00:00:00,12949695,598.9,614,2021-09-24
00:00:00,12981662,620,627.85,2021-09-27
00:00:00,18387624,632.35,617.85,2021-09-28
00:00:00,9102529,613.65,618.9,2021-09-29
00:00:00,10305432,624,614.35,2021-09-30
00:00:00,5790521,611,618.45,2021-10-01
00:00:00,46385511,618.45,631.7,2021-10-04
00:00:00,15646714,632,655.25,2021-10-05
00:00:00,16146319,660.85,646,2021-10-06
00:00:00,11235076,647.6,647.95,2021-10-07
00:00:00,8100360,633.65,631,2021-10-08
00:00:00,6910411,639.05,641.55,2021-10-11
00:00:00,4949977,637.5,638.65,2021-10-12
00:00:00,7486303,639,632.85,2021-10-13
00:00:00,10245939,638,640.45,2021-10-14
00:00:00,6751522,644.7,645.45,2021-10-15
00:00:00,5040328,646.75,639.25,2021-10-18
00:00:00,5666390,641,643,2021-10-19
00:00:00,5598282,639.65,643.7,2021-10-20
00:00:00,4594113,638.6,633.3,2021-10-21
00:00:00,3652658,630.15,634.5,2021-10-22
00:00:00,9397125,638.85,655.05,2021-10-25
00:00:00,8829531,655.45,650.8,2021-10-26
00:00:00,6336769,646.5,638.4,2021-10-27
00:00:00,8149348,637.75,641.25,2021-10-28
00:00:00,4389511,640.05,636.1,2021-10-29
00:00:00,3588608,637.3,641.9,2021-11-01
00:00:00,5481861,643,630.2,2021-11-02
00:00:00,5037076,627.1,619.75,2021-11-03
00:00:00,4556011,612.95,626.25,2021-11-05
00:00:00,5018340,633.05,631.7,2021-11-08
00:00:00,4361623,632.5,636.4,2021-11-09
00:00:00,5309285,638,629.8,2021-11-10
00:00:00,5634879,631,634.5,2021-11-11
00:00:00,7934950,633.6,619.2,2021-11-12
00:00:00,3983804,617.8,621.55,2021-11-15
00:00:00,3812445,625.1,621.35,2021-11-16
00:00:00,4422913,621,619.5,2021-11-17
00:00:00,4666564,618.05,614.1,2021-11-18
00:00:00,8018898,617.8,590.5,2021-11-19
00:00:00,12353637,589.75,581,2021-11-22
00:00:00,12185868,578.45,601.95,2021-11-23
00:00:00,5422825,604.3,597.3,2021-11-24
00:00:00,3088103,598,590.9,2021-11-25
00:00:00,9207798,578.55,555.15,2021-11-26
00:00:00,7683973,567,573.25,2021-11-29
00:00:00,10582940,565,566.1,2021-11-30
00:00:00,6594580,573.35,569.95,2021-12-01
00:00:00,10193331,571.95,582,2021-12-02
00:00:00,5532965,584,576.55,2021-12-03
00:00:00,4304227,580,575.55,2021-12-06
00:00:00,7722354,578.5,589.55,2021-12-07
00:00:00,8750566,591,574.95,2021-12-08
00:00:00,4273059,576,578.35,2021-12-09
00:00:00,2666124,578.4,572.1,2021-12-10
00:00:00,8599660,573.4,539.15,2021-12-13
00:00:00,9985523,538.7,550.85,2021-12-14
00:00:00,4985330,551,561.1,2021-12-15
00:00:00,7099026,564,573,2021-12-16
00:00:00,4598339,573,573.2,2021-12-17
00:00:00,3788719,567.7,567.55,2021-12-20
00:00:00,3339751,570.9,575,2021-12-21
00:00:00,5356411,574.95,579.7,2021-12-22
00:00:00,3636344,582.95,579.1,2021-12-23
00:00:00,2327283,578.9,572.05,2021-12-24
00:00:00,3035670,578.8,582,2021-12-27
00:00:00,5291434,581.2,596.2,2021-12-28
00:00:00,4507961,596.65,592,2021-12-29
00:00:00,3426126,592,599,2021-12-30
00:00:00,3164034,599.9,610.95,2022-01-03
00:00:00,2373340,610.9,613.5,2022-01-04
00:00:00,4249845,612.2,590.3,2022-01-05
00:00:00,6581792,588.3,601.6,2022-01-06
00:00:00,5024551,606.1,602,2022-01-10
00:00:00,5411431,602.05,613.6,2022-01-11
00:00:00,7161485,615,627.7,2022-01-12
00:00:00,10155225,625.65,603.3,2022-01-13
00:00:00,11056404,602.35,605.5,2022-01-14
00:00:00,10479095,605,592.55,2022-01-17
00:00:00,28048022,592.65,544.8,2022-01-18
00:00:00,19043304,537,566.9,2022-01-19
00:00:00,10196687,569.05,561.7,2022-01-20
00:00:00,12076946,556.5,564.8,2022-01-21
00:00:00,16367908,564.45,546.9,2022-01-24
00:00:00,15162145,545,548.4,2022-01-25
00:00:00,18073126,548,532.75,2022-01-26
00:00:00,16878954,530,563.2,2022-01-27
00:00:00,11501019,568.8,566.5,2022-01-28
00:00:00,7019548,568,576.95,2022-01-31
00:00:00,7303420,576.95,574.15,2022-02-01
00:00:00,4806895,576,575.7,2022-02-02
00:00:00,4483126,575,569,2022-02-03
00:00:00,23185789,570.35,572,2022-02-04
00:00:00,5983242,570,569.8,2022-02-07
00:00:00,7773641,569.85,570.05,2022-02-08
00:00:00,10680353,571,579,2022-02-09
00:00:00,6254173,579,569.4,2022-02-10
00:00:00,13231332,569.4,547.4,2022-02-11
00:00:00,11824176,547.25,556,2022-02-14
00:00:00,9414647,557.75,565.95,2022-02-15
00:00:00,7720108,566.8,571.55,2022-02-16
00:00:00,13811529,570,549.5,2022-02-17
00:00:00,17350898,550.05,519.5,2022-02-18
00:00:00,59610276,518,438.7,2022-02-21
00:00:00,79540310,438.65,431.3,2022-02-22
00:00:00,70944063,388.35,274.7,2022-02-24
00:00:00,34248855,283,307.95,2022-02-25
00:00:00,18407648,312,360.2,2022-03-24
00:00:00,9973005,370,365.1,2022-03-25
00:00:00,2650920,355,357.95,2022-03-28
00:00:00,6441125,363.9,370,2022-03-29
00:00:00,2292961,390,387,2022-03-30
00:00:00,7611217,393,437.5,2022-03-31
00:00:00,6246314,441,450,2022-04-01
00:00:00,5222709,450.25,443.9,2022-04-04
00:00:00,5777193,445.5,419,2022-04-05
00:00:00,3838103,416.1,405,2022-04-06
00:00:00,3653379,406.95,408.5,2022-04-07
00:00:00,2298336,409.5,403.05,2022-04-08
00:00:00,5475283,403.3,414,2022-04-11
00:00:00,3108892,416.9,412.1,2022-04-12
00:00:00,1896604,413.2,406.05,2022-04-13
