5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:00:00Z;92.8675;92.7;93;92.7;50796;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:01:00Z;92.75;92.835;92.835;92.6925;10816;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:02:00Z;92.8375;92.71;92.8775;92.71;2091;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:03:00Z;92.8575;92.8625;92.885;92.76;642;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:04:00Z;92.85;92.85;92.85;92.8;1220;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:05:00Z;92.89;92.9525;92.9525;92.84;4777;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:06:00Z;92.975;92.935;93.06;92.9275;48670;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:07:00Z;92.995;93.045;93.0625;92.995;18720;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:08:00Z;93.0225;93;93.0475;93;4214;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:09:00Z;92.995;92.97;92.995;92.97;16873;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:10:00Z;92.96;92.945;92.96;92.9075;8134;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:11:00Z;92.945;92.93;92.945;92.9125;8428;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:12:00Z;92.945;92.91;92.945;92.91;453;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:13:00Z;92.94;92.9375;92.94;92.91;253;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:14:00Z;92.93;92.9;92.9325;92.9;59;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:15:00Z;92.9175;92.9675;93;92.9175;2588;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:16:00Z;93;92.9475;93.0475;92.9475;1110;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:17:00Z;93;92.99;93;92.96;25513;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:18:00Z;92.99;93;93.02;92.99;5259;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:19:00Z;93.02;93.015;93.0225;93;6697;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:20:00Z;93.0075;93.02;93.02;92.9575;1217;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:21:00Z;93.0225;93.01;93.0225;92.97;2484;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:22:00Z;92.9725;92.995;92.995;92.97;587;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:23:00Z;93.0075;92.9975;93.0075;92.955;80;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:24:00Z;92.9575;92.965;93.0025;92.9575;4844;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:25:00Z;92.965;93;93;92.965;1551;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:26:00Z;93.01;93.015;93.0175;92.985;293;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:27:00Z;93.0175;93.025;93.025;93;1224;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:28:00Z;93;93.0225;93.0225;93;143;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:29:00Z;93;93;93.0225;93;4557;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:30:00Z;93.0125;93.01;93.015;93.0033;1866;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:31:00Z;93.01;92.9925;93.01;92.9925;1884;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:32:00Z;92.9925;92.995;93.0075;92.9925;44;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:33:00Z;92.9958;92.995;93.005;92.995;593;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:34:00Z;92.995;93;93.0125;92.985;318;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:35:00Z;92.9825;93.0025;93.0025;92.9825;117;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:36:00Z;93.0125;93.0025;93.0125;92.9875;37;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:37:00Z;93.0025;93;93.0025;92.985;850;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:38:00Z;92.985;92.985;93;92.985;826;
5fe6df61-6c55-45f2-a505-d17e8e2a5bc9;2024-03-25T04:39:00Z;92.985;92.985;92.985;92.985;220;
